-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes (Other Storage) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes (Other Storage) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,ADILABAD,KOTAPALLE,138,0,138,304,0,304,300,0,300
ANDHRA PRADESH,ADILABAD,KOUTHALA,7,63,70,70,135,204,70,134,204
ANDHRA PRADESH,ADILABAD,KUBEER,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,KUNTALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,LOHESRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,LUXETTIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MAMDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MANCHERIAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MANDAMARRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,NENNAL,11,3,14,63,6,69,63,6,69
ANDHRA PRADESH,ADILABAD,NERADIGONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,NIRMAL,19,0,19,718,0,718,669,0,669
ANDHRA PRADESH,ADILABAD,REBBANA,1,29,30,3,52,55,3,52,55
ANDHRA PRADESH,ADILABAD,SARANGAPUR,1,0,1,16,0,16,16,0,16
ANDHRA PRADESH,ADILABAD,SIRPUR (T),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,SIRPUR (U),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TALAMADUGU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TANDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,VEMANPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,AGALI,0,1,1,0,34,34,0,0,0
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,2,1,3,16,1,18,6,0,6
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,5,0,5,1066,0,1066,299,0,299
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,1,0,1,1,0,1,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,6,3,9,881,524,1405,433,94,527
ANDHRA PRADESH,ANANTHAPUR,GOOTY,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,32,0,32,241,0,241,14,0,14
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,1,0,1,18,0,18,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KADIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NARPALA,1,4,5,155,50,205,152,35,187
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,1,1,2,2,4,6,2,0,2
ANDHRA PRADESH,ANANTHAPUR,PARIGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,2,3,5,121,23,144,44,23,67
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,2,0,2,91,0,91,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RODDAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ROLLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SETTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,9,0,9,105,0,105,0,0,0
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,3,0,3,363,0,363,180,0,180
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,YADIKI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHITTOOR,20,2,22,318,63,381,116,0,116
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,0,9,9,0,54,54,0,25,25
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,IRALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,K V P PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,3,0,3,4,0,4,0,0,0
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,1,0,1,7,0,7,0,0,0
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,3,0,3,338,0,338,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGARI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,1,0,1,20,0,20,17,0,17
ANDHRA PRADESH,CHITTOOR,NINDRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PAKALA,3,0,3,45,0,45,0,0,0
ANDHRA PRADESH,CHITTOOR,PALAMANER,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,21,0,21,108,0,108,28,0,28
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PENUMURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PICHATUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PULICHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUNGANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,1,1,0,4,4,0,0,0
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SOMALA,3,0,3,22,0,22,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,1,0,1,138,0,138,53,0,53
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VAYALPAD,16,0,16,88,0,88,54,0,54
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,2,0,2,6,0,6,0,0,0
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERPEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,21,0,21,612,0,612,120,0,120
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,1,0,1,2,0,2,0,0,0
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,6,0,6,18,0,18,0,0,0
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,1,1,0,10,10,0,4,4
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,54,0,54,245,0,245,145,0,145
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,NANDALUR,7,0,7,1014,0,1014,67,0,67
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,28,0,28,771,0,771,0,0,0
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,2,0,2,39,0,39,0,0,0
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,29,12,41,78,69,147,0,0,0
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMULA,2,0,2,2,0,2,0,0,0
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,2,0,2,8,0,8,0,0,0
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,7,0,7,53,0,53,38,0,38
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANGAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,6,0,6,357,0,357,331,0,331
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KADIAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MAREDUMILLI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAVOMMANGI,6,0,6,141,0,141,118,0,118
ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,2,0,2,4,0,4,4,0,4
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,TUNI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,Y RAMAVARAM,18,5,23,321,117,438,281,111,392
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,7,0,7,220,0,220,220,0,220
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,IPURU,2,0,2,95,0,95,94,0,94
ANDHRA PRADESH,GUNTUR,KAREMPUDI,1,0,1,14,0,14,14,0,14
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,2,2,0,2,2,0,1,1
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,2,0,2,40,0,40,40,0,40
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,RAJUPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,3,0,3,42,0,42,42,0,42
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THULLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VINUKONDA,1,0,1,27,0,27,27,0,27
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,0,0,0,0,0,0,0
